 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr
278,Switch_S6TPE_8_20x_Pos_R_VTA red: region 002; 01-09; 700-10000,800,100.42,16.425,94,78,146,484.243,654.425,484.027,654.058,218.735,462,636,50,34,36.741,27.723,159.84,0.21,51.245,80336,96,0.746,-0.28,96.154,80336,463,649,162.979,33.794,1.325,0.755,0.659,78,255
279,Switch_S6TPE_9_20x_Ant_R_VTA red: region 001; 01-09; 700-10000,1547,118.264,32.071,102,74,239,572.259,72.024,572.024,70.497,263.463,541,50,58,43,54.351,36.24,147.056,0.28,64.14,182954,113,1.203,1.565,99.742,182954,541,58,149.036,42.866,1.5,0.667,0.807,74,255
280,Switch_S6TPE_9_20x_Ant_R_VTA red: region 002; 01-09; 700-10000,709,108.238,21.636,90,74,164,240.685,78.885,240.998,79.242,165.095,218,66,49,27,36.599,24.665,3.122,0.327,49.82,76741,107,0.312,-0.846,98.064,76741,218,77,10.408,26.537,1.484,0.674,0.705,74,255
281,Switch_S6TPE_9_20x_Ant_R_VTA red: region 003; 01-09; 700-10000,742,110.565,25.466,93,74,201,683.265,137.411,683.647,137.349,184.894,652,125,51,31,44.065,21.44,163.847,0.273,52.326,82039,107,0.754,0.135,98.539,82039,654,127,153.925,30.1,2.055,0.487,0.631,74,255
282,Switch_S6TPE_9_20x_Ant_R_VTA red: region 004; 01-09; 700-10000,848,92.755,12.774,80,74,139,452.295,414.255,452.445,414.219,169.823,435,385,35,48,40.203,26.856,78.055,0.369,55.073,78656,91,0.77,0.328,94.749,78656,435,433,60.642,35,1.497,0.668,0.728,74,255
283,Switch_S6TPE_9_20x_Ant_R_VTA red: region 005; 01-09; 700-10000,1018,130.458,34.64,115,74,224,723.166,401.999,722.282,402.617,144.409,700,386,48,33,47.637,27.209,23.647,0.613,49.244,132806,125,0.707,-0.096,99.511,132806,700,407,12.907,29.841,1.751,0.571,0.904,74,255
284,Switch_S6TPE_9_20x_Ant_R_VTA red: region 006; 01-09; 700-10000,800,110.135,27.433,78,74,193,72.649,478.805,72.218,478.619,205.078,48,464,48,34,46.528,21.892,11.436,0.239,49.244,88108,105,0.622,-0.565,98.039,88108,48,481,12.907,30.669,2.125,0.471,0.697,74,255
285,Switch_S6TPE_9_20x_Ant_R_VTA red: region 007; 01-09; 700-10000,1413,122.798,38.725,75,74,244,1023.319,553.436,1020.785,553.621,216.309,989,534,69,37,53.87,33.397,172.401,0.379,71.309,173514,115,0.938,0.4,93.083,173514,989,550,165.379,36.122,1.613,0.62,0.737,74,255
286,Switch_S6TPE_9_20x_Ant_R_VTA red: region 008; 01-09; 700-10000,1147,105.775,18.592,102,74,158,424.9,686.476,424.198,686.353,205.179,400,665,54,43,59.42,24.578,145.695,0.342,63.812,121324,107,0.21,-0.647,97.451,121324,400,667,147.804,29.66,2.418,0.414,0.774,74,255
287,Switch_S6TPE_9_20x_Ant_R_VTA red: region 009; 01-09; 700-10000,1163,119.677,33.45,75,74,218,775.513,698.644,777.083,698.413,319.061,738,677,64,45,53.202,27.833,24.063,0.144,74.626,139184,115,0.604,-0.485,98.559,139184,738,720,32.412,35.322,1.911,0.523,0.631,74,255
288,Switch_S6TPE_9_20x_Ant_R_VTA red: region 010; 01-09; 700-10000,753,120.544,34.536,84,74,219,830.084,736.797,830.558,737.066,182.693,811,716,41,37,33.708,28.443,113.601,0.284,42.45,90770,111,0.634,-0.595,99.079,90770,811,749,15.018,34.271,1.185,0.844,0.724,74,255
289,Switch_S6TPE_9_20x_Ant_R_VTA red: region 011; 01-09; 700-10000,1251,121.753,32.839,105,74,225,39.836,789.141,40.403,790.036,229.421,11,769,54,39,52.35,30.426,153.506,0.299,59.506,152313,117,0.576,-0.329,98.893,152313,11,777,155.158,35.355,1.721,0.581,0.845,74,255
290,Switch_S6TPE_9_20x_Ant_R_VTA red: region 012; 01-09; 700-10000,1607,126.245,36.888,90,74,236,103.491,859.911,104.103,860.006,326.818,75,826,70,57,67.112,30.488,137.629,0.189,85.913,202876,120,0.555,-0.575,99.814,202876,78,826,140.194,42.705,2.201,0.454,0.694,74,255
291,Switch_S6TPE_9_20x_Ant_R_VTA red: region 013; 01-09; 700-10000,775,148.114,49.591,132,74,239,686.522,959.503,687.56,959.781,136.61,664,942,45,33,46.95,21.017,31.704,0.522,53.254,114788,141,0.244,-1.198,98.601,114788,665,972,34.287,22.808,2.234,0.448,0.88,74,255
292,Switch_S6TPE_9_20x_Med_R_VTA red: region 001; 01-09; 700-10000,1435,93.94,26.957,74,61,182,252.841,315.172,251.247,314.844,258.434,227,284,56,58,59.908,30.498,137.546,0.27,67.676,134804,85,0.942,0.104,96.18,134804,230,284,124.16,35.219,1.964,0.509,0.813,60,255
293,Switch_S6TPE_9_20x_Med_R_VTA red: region 002; 01-09; 700-10000,1345,122.477,42.636,103,61,255,852.224,465.186,850.779,464.698,179.38,827,443,53,47,59.326,28.866,140.136,0.525,62.482,164731,112,0.84,0.116,99.043,164731,832,446,140.194,33.094,2.055,0.487,0.899,60,255
294,Switch_S6TPE_9_20x_Med_R_VTA red: region 003; 01-09; 700-10000,1635,100.325,25.048,99,61,182,218.509,743.096,219.193,743.514,247.563,200,710,37,65,61.42,33.894,95.412,0.335,66.098,164031,98,0.571,-0.212,97.206,164031,215,710,100.46,35.89,1.812,0.552,0.875,60,255
295,Switch_S6TPE_9_20x_Pos_R_VTA red: region 001; 01-09; 700-10000,5904,128.781,36.004,137,60,231,117.199,77.782,116.342,77.855,462.257,73,17,105,119,98.425,76.375,62.63,0.347,125.925,760325,131,-0.059,-0.853,98.812,760325,74,136,67.1,97.49,1.289,0.776,0.801,60,255
296,Switch_S6TPE_9_20x_Pos_R_VTA red: region 002; 01-09; 700-10000,888,74.968,10.172,60,60,114,73.364,270.126,73.048,269.843,232.534,55,247,45,44,40.637,27.823,113.261,0.206,50.774,66572,74,0.455,-0.477,93.277,66572,57,258,147.875,37.631,1.461,0.685,0.615,60,255
297,Switch_S6TPE_9_20x_Pos_R_VTA red: region 003; 01-09; 700-10000,1181,132.47,46.907,73,60,255,1034.632,583.878,1036.011,584.46,168.066,1012,550,48,52,42.306,35.543,109.527,0.525,53.488,156447,128,0.501,-0.438,99.831,156447,1030,550,110.807,42.682,1.19,0.84,0.811,60,255
298,Switch_S6TPE_2_20x_Pos_R_VTA red: region 013; 01-09; 700-10000,972,109.501,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,972,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata
299,Switch_S6TPE_2_20x_Pos_R_VTA red: region 014; 01-09; 700-10000,1724,101.513,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,1724,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata
300,Switch_S6TPE_2_20x_Pos_R_VTA red: region 015; 01-09; 700-10000,702,120.168,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,702,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata,dummyydata
